'Fraction Of Low Energy Windows Overall Standard Deviation','LPC Overall Standard Deviation2','Compactness Overall Average','Fraction Of Low Energy Windows Overall Average','Zero Crossings Overall Average','LPC Overall Average1','LPC Overall Average2','LPC Overall Average6','Method of Moments Overall Average1','Method of Moments Overall Average2','Area Method of Moments of MFCCs Overall Average0','Area Method of Moments of MFCCs Overall Average1','Area Method of Moments of MFCCs Overall Average6',Arousal_Mean
0.504932,0.180426,1.220926,1.296153,-1.162068,1.329087,1.433312,-2.176435,-1.677943,-1.515273,-0.969961,0.494929,0.032052,-0.105667
-0.344099,-0.464027,-0.425808,-0.406689,0.443573,0.152381,-0.286282,-1.410465,0.390969,0.302307,0.678461,0.496364,0.034166,0.321233
0.556721,0.232538,3.172193,-0.17129,0.419733,1.020417,-1.093574,-0.367893,-0.452994,-0.96556,-1.491994,0.496364,0.034166,-0.091983
-1.289908,-1.607019,1.344995,-0.740802,0.052427,0.765412,-0.124601,-0.708511,-0.141671,-0.279938,0.430495,0.497799,0.03628,0.34625
-0.430938,2.174582,1.897666,-0.8604,-0.874227,1.116387,-0.089042,0.145305,-1.325315,-1.48274,0.018892,0.499234,0.038394,-0.065383
-0.306434,1.486702,0.38628,-0.700937,-1.016823,1.527686,0.422113,1.238422,-1.383881,-1.638487,-1.783129,0.499234,0.038394,-0.0168
1.284387,-0.629049,1.502901,0.193198,-0.321502,1.211965,-1.535279,0.331496,-0.625609,-1.024848,-1.150665,0.500669,0.040508,-0.058317
0.301437,1.377267,0.634418,-0.594628,-0.9559,1.701606,1.12823,0.203262,-1.652051,-1.826843,-1.828305,0.500669,0.042622,-0.22645
0.309807,-0.064501,0.49907,-0.843315,-1.16869,-0.113592,2.198933,0.646931,-0.877133,-0.137798,0.164459,0.502104,0.042622,-0.120783
-0.605661,0.446197,-0.662667,-0.69714,-1.13558,1.422707,-0.605198,0.088559,-1.4893,-1.660302,0.505788,0.503539,0.044736,0.01375
0.562999,0.319391,0.453954,-0.015623,0.025055,0.963619,-1.502498,-0.102904,-0.27853,-0.69648,-1.145645,0.503539,0.04685,-0.1075
0.92814,-0.008915,0.634418,-0.258615,-0.159039,1.135581,-0.92467,-2.1001,-0.547932,-0.887268,-1.577327,0.504974,0.048964,-0.0482
0.270572,0.843986,1.220926,-0.740802,-1.02168,1.741561,1.288299,-0.752534,-1.875833,-2.02546,-0.779218,0.506409,0.048964,-0.186133
0.288359,-0.809704,-1.260454,-0.063083,-1.751877,0.562897,2.142817,1.2881,-2.330735,-1.96085,-2.621394,0.506409,0.051078,-0.434633
1.6783,-0.232997,0.453954,0.485547,-1.442846,1.428191,1.87835,-0.980326,-2.084204,-2.073727,-1.09545,0.507844,0.053191,-0.183267
-1.099491,-0.078398,2.348826,-0.266209,-1.166483,1.720409,1.886129,-0.62006,-1.929467,-2.069926,-1.075371,0.509279,0.053191,-0.093083
0.92814,-0.946932,2.912776,-0.780668,1.324755,1.146549,-1.096907,-0.225624,0.566666,-0.693439,-1.712855,0.509279,0.055305,0.036983
-0.322128,1.943551,1.987898,-0.450351,-0.494118,1.703173,-0.913003,1.555473,-1.299423,-1.792258,-1.015137,0.510714,0.057419,0.054283
0.026796,1.16187,1.299879,0.291913,-0.842883,1.804235,1.224071,0.867655,-1.621843,-1.911747,-2.144537,0.510714,0.059533,-0.110183
-0.459709,-1.970066,1.209647,-0.718022,-0.392579,0.758753,0.122087,-0.881374,-0.458542,-0.404597,0.621238,0.51215,0.059533,0.303017
-1.357914,-0.210415,-0.098717,0.326084,-0.712206,-0.478668,1.115451,-0.240851,-0.340795,0.275703,-0.066441,0.513585,0.061647,-0.089517
0.231338,-0.40323,1.638249,1.072145,-0.886147,1.879836,2.380616,0.442161,-1.760551,-2.039142,-3.153467,0.513585,0.063761,-0.289167
0.200997,0.736288,-1.204059,0.474157,0.610891,0.210747,-0.907447,-0.945188,0.344733,0.013465,0.043989,0.51502,0.063761,0.31885
-0.79137,-1.127588,0.871277,0.269133,-0.565195,0.849631,-1.708627,0.449633,-0.923986,-1.03777,0.390339,0.516455,0.065875,0.311133
0.578693,0.062305,0.487791,-0.26431,0.054193,1.204131,-1.042458,-2.870109,-0.433883,-0.861424,-1.722894,0.516455,0.067989,-0.016917
1.191271,0.772766,1.2886,0.196994,-0.757678,1.418006,0.187926,0.548585,-1.194621,-1.321292,-1.005098,0.51789,0.070103,-0.005917
2.168468,2.350026,1.694644,1.129096,-0.768273,1.541396,-0.520746,0.015859,-1.5417,-1.818177,-0.914746,0.51789,0.070103,0.01005
-0.609846,1.412008,2.585685,1.411954,-0.521048,1.898638,0.119309,1.350097,-1.347509,-1.904678,-2.285084,0.519325,0.072217,-0.155383
-0.390657,1.653461,1.672086,-0.606018,-1.117921,1.558631,0.608351,-0.516867,-1.711849,-1.890844,-0.774198,0.52076,0.074331,-0.210017
1.014978,1.340788,1.660807,1.096824,-1.00093,1.708657,0.941158,-0.437685,-1.79754,-1.988518,-1.31631,0.52076,0.074331,-0.376167
-0.922151,-1.977015,0.1607,-1.270449,0.959214,0.182543,-1.584172,-1.349276,0.670852,-0.044304,0.796923,0.522195,0.076445,0.379133
-0.984926,0.022352,-0.504761,-0.625002,-0.23409,0.428147,-0.006257,-0.538071,-0.213799,-0.124876,-0.106597,0.52363,0.078558,0.35755
-0.103462,1.632616,2.258594,0.252047,-0.870695,1.761538,-0.139047,1.105342,-1.56636,-1.948613,-0.884628,0.52363,0.080672,-0.138717
0.272665,0.708495,0.183258,-0.528184,-0.746641,0.654949,0.264766,0.122485,-0.718698,-0.533816,-0.277262,0.525065,0.080672,-0.033467
-0.555964,1.10281,-0.820573,1.034177,-1.110416,1.271114,1.188402,0.64996,-1.415938,-1.344095,-1.155684,0.525065,0.082786,0.157183
-0.612985,-1.626127,1.266042,0.500734,0.127919,-0.845312,0.591739,-0.729109,0.619684,0.886073,-0.282282,0.5265,0.0849,0.513833
-1.107861,-1.551433,0.702092,0.430494,-0.072511,-0.918562,0.586738,-0.723253,0.525978,0.895955,-0.041343,0.527935,0.087014,0.464733
-0.201809,-1.61223,1.469064,0.189401,0.279786,-0.889967,0.616908,-0.804838,0.758392,0.968926,-0.282282,0.527935,0.087014,0.5148
-0.204425,-1.652183,1.548017,0.21408,0.349097,-0.907594,0.610351,-0.808069,0.819424,1.006931,-0.357575,0.52937,0.089128,0.3704
-0.854668,-1.643497,1.209647,0.417206,0.129685,-0.84727,0.579849,-0.741024,0.614752,0.883793,-0.0815,0.530805,0.091242,0.426933
0.319223,0.979478,1.311158,1.413852,1.064726,1.499874,-0.94245,1.289312,-0.036253,-0.990643,-3.34923,0.530805,0.091242,0.0034
0.612696,2.393452,1.390111,0.863324,-0.995191,1.031777,1.411087,-0.115969,-1.295724,-1.054493,-0.939843,0.53224,0.093356,-0.038983
1.518747,0.725866,0.081747,-0.543371,0.180454,-1.116377,0.655411,-1.42137,0.627081,0.975007,0.25983,0.533675,0.09547,0.281617
-1.072811,-0.010652,2.19092,-0.531981,-1.176195,1.697689,1.867238,-0.423024,-1.949811,-2.046287,-0.548318,0.533675,0.097584,-0.037433
3.025345,-0.509191,-0.989758,0.31849,-0.190826,-0.144145,1.196791,0.625121,-0.026389,0.416324,-0.392712,0.53511,0.097584,-0.067383
-0.345668,0.831827,1.954061,0.018547,-1.275969,1.168877,0.612129,-0.506366,-1.611363,-1.501971,0.079126,0.53511,0.099698,-0.061067
0.768064,-0.271212,0.882556,1.728982,-1.08172,1.733727,2.31561,-0.735369,-1.88878,-1.994143,-2.912528,0.536545,0.101812,-0.211883
0.159147,1.957448,0.713371,0.512124,-0.127253,1.238993,-0.124601,0.759817,-0.803772,-1.081857,-1.512073,0.53798,0.103925,0.2001
3.124739,-0.618626,1.130694,-1.595071,-1.792935,0.492388,1.235906,0.244459,-1.925768,-1.582087,-0.312399,0.53798,0.103925,-0.088167
0.303529,1.478017,2.326268,2.053604,-0.627443,1.910389,0.628131,0.290502,-1.584238,-2.008509,-2.019048,0.539415,0.106039,-0.1781
0.672332,-2.214125,-0.380692,0.453275,-1.72583,0.837487,2.631193,1.544568,-2.416673,-2.115685,-2.415593,0.54085,0.108153,-0.37225
0.820899,0.14221,0.938951,1.068348,-1.46801,1.132447,1.715003,0.58655,-1.825282,-1.58201,-1.010117,0.54085,0.110267,-0.220967
2.412244,0.942999,0.363722,0.3071,-0.559015,0.427364,-0.711874,0.889869,-0.572592,-0.63111,-1.120547,0.542285,0.110267,-0.100483
-0.067889,0.96037,0.826161,0.383035,-1.122777,1.614254,1.343304,1.191168,-1.645886,-1.742394,-2.78202,0.542285,0.112381,-0.061433
0.537889,1.42243,0.04791,0.339372,-0.587269,1.425449,-0.118489,-0.413936,-1.224829,-1.537468,-0.442907,0.54372,0.114495,0.078917
0.705289,0.072727,-0.279181,-0.397197,-0.45262,1.422707,0.221762,-1.657845,-0.837062,-1.005085,-1.100469,0.545155,0.114495,-0.044267
0.139791,0.307232,1.06302,0.05082,-0.757237,0.269895,-0.222387,1.206111,-0.692189,-0.347588,0.279908,0.545155,0.116609,0.197767
0.180072,-0.917402,1.006625,0.098279,0.941555,0.798708,-1.954204,-0.285339,-0.142904,-0.457805,-1.747992,0.54659,0.118723,0.108367
0.547828,0.578215,1.254763,-0.321262,-0.584179,1.276206,-0.650758,0.561711,-0.870352,-1.141145,0.199596,0.548025,0.120837,0.168683
-0.66739,0.837038,3.239867,0.288116,-0.479549,1.718058,-1.374154,0.016061,-1.291409,-1.799023,-0.146754,0.548025,0.120837,-0.153333
0.387752,-0.802756,0.093026,0.308998,-0.05132,0.194295,0.125421,-0.093352,-0.011593,0.052991,0.815997,0.54946,0.122951,0.2837
0.219306,1.719469,0.329885,0.308998,-1.169132,1.282082,0.293991,0.222245,-1.640337,-1.679609,-0.538279,0.54946,0.125065,-0.410467
0.939648,1.248724,1.559296,-1.084408,-0.805357,1.741169,-0.196274,-1.380981,-1.512726,-1.791193,-1.306271,0.550895,0.127179,-0.019133
0.03412,-0.684635,1.491622,0.935462,-1.028302,1.829305,2.570077,-0.005547,-1.90789,-2.089765,-2.686648,0.55233,0.127179,-0.279683
0.35218,0.451409,1.807434,-0.645884,0.11644,0.655733,-1.378598,-0.271041,-0.569509,-0.770211,-0.001187,0.55233,0.129292,0.425517
1.390059,-0.670738,0.059189,1.176555,-1.394725,1.364733,2.367837,-0.545139,-1.981868,-1.796438,-2.003989,0.553766,0.131406,-0.495683
-1.170112,2.891991,-1.215338,0.924072,0.114233,1.470104,-0.259057,0.308878,-0.582455,-1.290127,-1.888539,0.555201,0.13352,0.023617
-0.879255,-0.253842,4.300093,-0.146611,-0.172725,1.673011,-0.519635,0.196194,-0.728561,-1.444582,-2.204771,0.555201,0.13352,-0.002867
0.050337,0.08315,4.097071,0.107771,-0.555042,1.541004,-0.606309,1.004168,-1.004745,-1.46997,-1.31129,0.556636,0.135634,-0.060483
-0.341483,1.927918,2.596964,0.648807,-0.506038,1.783083,-0.653536,0.273538,-1.312369,-1.83946,-1.20086,0.558071,0.137748,-0.163717
-1.111522,2.647064,1.243484,-0.08966,-0.927204,1.543354,0.220262,0.976704,-1.631707,-1.805483,-1.436779,0.558071,0.139862,-0.0693
-0.857284,-0.629049,1.457785,0.195096,-1.585,1.11247,1.954468,0.443776,-1.983718,-1.768086,0.064068,0.559506,0.139862,-0.025883
-0.701393,-0.547406,0.656976,0.238759,-0.902923,0.050928,1.732782,-0.037656,-0.754454,-0.270057,-0.262204,0.559506,0.141976,0.012467
0.182164,-0.439708,0.578023,1.225913,-1.573963,0.97302,1.854459,-0.107003,-1.864737,-1.529487,-0.658748,0.560941,0.14409,-0.159233
1.689286,0.553896,0.002794,0.607043,0.036092,0.100675,1.004997,-1.218821,0.270755,0.347154,-1.823285,0.562376,0.146204,0.211683
1.554843,-0.39107,-0.640109,0.701962,-1.385013,1.081133,1.576102,1.213987,-1.477586,-1.248321,-1.54721,0.562376,0.146204,-0.163533
0.260633,-0.007178,1.672086,1.324629,2.145013,1.466579,-0.70854,1.926038,1.113485,-0.702561,-4.69447,0.563811,0.148318,-0.116217
-0.075736,0.472253,0.093026,1.793527,-1.075098,1.538654,1.356083,0.303426,-1.639105,-1.625489,-1.225958,0.565246,0.150432,-0.317267
0.525334,0.927366,-0.752899,-0.672461,-0.891003,0.767371,0.036524,-0.647726,-0.84446,-0.727645,0.184537,0.565246,0.152546,0.05375
0.348518,1.130603,0.634418,-0.828128,-0.583737,1.335746,-1.978095,1.88363,-1.369086,-1.487681,-0.488083,0.566681,0.152546,-0.184783
0.395076,-0.780174,-0.324297,0.005259,0.997622,-1.197462,0.062637,-0.021097,1.352064,1.33378,0.445554,0.566681,0.154659,0.414
2.528377,0.256857,1.17581,1.839088,-0.31797,1.550797,-1.875308,0.02535,-0.905492,-1.649965,-1.873481,0.568116,0.156773,-0.101733
-0.757367,-0.507454,1.085578,-1.202107,0.607359,1.499874,-2.365906,0.742248,-0.438815,-1.60413,-1.225958,0.569551,0.158887,0.166417
-0.824327,-0.30248,0.059189,-0.313668,1.112406,-0.63457,-0.631867,-0.192425,1.052454,0.9294,0.616219,0.569551,0.158887,0.403817
0.175887,0.307232,-0.245344,-0.695241,0.588376,0.102634,-0.822439,-0.06512,0.484674,0.246819,0.641316,0.570986,0.161001,0.46085
-0.235812,-0.649893,-0.346855,0.227368,1.47618,-0.914253,0.782866,0.550604,1.606054,1.4706,0.124302,0.572421,0.163115,0.4231
0.478253,1.314732,-0.076159,-1.938676,0.860765,0.090099,0.240764,-2.151596,0.979092,0.535662,-2.601316,0.572421,0.165229,0.008883
0.075447,-0.875713,-0.121275,-0.298481,-0.814187,0.134754,0.538345,0.158027,-0.536836,-0.108913,0.540925,0.573856,0.165229,0.279817
-0.358223,-0.688109,1.220926,0.05082,0.322167,1.438767,-2.189224,-0.598452,-0.603416,-1.609527,-2.003989,0.573856,0.167343,-0.12865
0.073354,-0.92435,-0.29046,-0.307973,-1.302457,1.207264,1.927799,0.44418,-1.49978,-1.233879,-0.508162,0.575291,0.169457,-0.27455
0.150254,0.929103,0.442675,-0.442758,0.025497,0.194686,-0.190162,0.688128,0.016765,0.127482,0.37528,0.576726,0.171571,0.27655
1.609771,-0.274686,1.491622,0.375442,-1.002255,0.852764,1.4272,0.288078,-1.028788,-0.827979,-0.894667,0.576726,0.173685,-0.21815
-0.218026,-0.276424,0.713371,-0.161798,-0.872461,1.132839,0.135977,0.451652,-0.966523,-0.992164,-0.493103,0.578161,0.173685,-0.068933
-0.58212,0.267279,0.183258,-1.061628,0.59544,-0.16569,-0.653536,-1.429649,0.604888,0.498416,0.189556,0.579596,0.175799,0.264667
0.050337,-0.272949,0.476512,-0.232038,0.104521,0.089707,-0.499633,-0.30414,0.181982,0.104678,0.069087,0.579596,0.177913,0.472033
-0.65902,-0.769751,0.690813,-1.10529,0.132775,-0.212695,-0.604643,-0.270476,0.297264,0.412524,0.355202,0.581031,0.180026,0.416567
1.781356,-0.867027,0.656976,0.130551,-1.374859,1.183762,1.669999,-0.932062,-1.616295,-1.367659,-0.29734,0.581031,0.180026,-0.20795
-0.561719,-1.231812,0.871277,-1.166038,0.945087,1.416831,-2.762051,1.078887,-0.268666,-1.549934,-1.361486,0.582466,0.18214,0.151083
-0.465987,-0.210415,0.014073,0.124856,-1.198269,1.165351,1.033777,0.728516,-1.290176,-1.179911,-0.457966,0.583901,0.184254,-0.155183
0.005871,-0.385859,1.593133,-1.010371,-1.359849,0.900945,0.695048,0.578876,-1.39991,-1.163189,0.209635,0.583901,0.186368,-0.090283
1.531825,0.692861,-0.62883,-0.06688,-0.126812,-0.804182,-0.225721,1.049808,0.2313,0.586589,-0.196949,0.585336,0.186368,0.337167
-0.393273,-0.337221,1.311158,0.485547,0.078474,1.532386,-2.232006,-0.446166,-0.714382,-1.642363,-1.54721,0.586771,0.188482,0.03625
-0.10817,0.779715,-0.369413,-0.194071,0.478449,0.177451,-0.574084,-0.228633,0.19801,-0.033662,0.234732,0.586771,0.190596,0.382017
1.883365,-0.457079,-0.098717,0.538702,-0.137849,-1.642111,-0.303505,-0.626118,0.997587,1.482001,0.330104,0.588206,0.19271,0.57405
-1.082751,-0.396281,-1.001037,-1.128071,-0.178906,-0.359979,-0.519635,-1.898965,0.171502,0.349434,0.86569,0.589641,0.194824,0.259433
0.086433,-1.228338,0.72465,0.546295,0.689915,1.419965,-2.636485,-0.02877,-0.363604,-1.530627,-1.627522,0.589641,0.194824,0.0993
-0.897565,0.135262,-0.775457,-1.42042,0.596764,-0.427746,1.030555,-0.465593,0.714622,0.914198,0.571043,0.591076,0.196938,0.489917
-0.430414,-0.224311,1.976619,0.479852,-1.002696,0.372524,0.913989,0.103704,-0.883915,-0.519374,-0.061421,0.591076,0.199052,-0.109067
0.95168,-0.583885,1.683365,-0.163697,0.522596,-0.151196,0.132088,-1.420158,0.457549,0.474093,-0.257184,0.592511,0.201166,0.030967
-1.268983,-2.298546,0.690813,-0.488319,3.619536,1.84889,-2.946512,1.449655,1.005601,-1.650041,-2.10438,0.593946,0.201166,0.1739
-0.723887,0.069253,-0.414529,-0.828128,1.314601,0.090491,0.415779,-1.30081,1.046289,0.621554,0.209635,0.593946,0.20328,0.54225
0.846009,-0.653368,0.792324,-0.492115,0.168093,-0.710562,-0.575751,1.684717,0.455083,0.708207,0.028931,0.595382,0.205393,0.522533
-0.543932,-1.15017,0.938951,0.686775,0.486396,-0.490028,-0.526302,-0.257229,0.53091,0.59343,0.410417,0.596817,0.207507,0.126883
0.784804,0.630327,1.074299,-0.606018,-0.399643,-0.357237,0.797979,0.358354,-0.141671,0.338793,-0.578435,0.596817,0.209621,-0.19765
-1.076996,-0.050605,0.465233,-0.818636,0.010487,-0.824551,-1.391377,2.09769,0.297264,0.45813,0.450573,0.598252,0.209621,0.399483
-0.302249,0.050146,-0.042322,0.515921,0.496108,-0.164123,-0.744655,0.875935,0.574064,0.474853,0.415436,0.598252,0.211735,0.185483
1.449695,1.936603,0.600581,-0.023217,-0.213782,0.698429,-0.810771,-0.85189,-0.430801,-0.574862,-0.538279,0.599687,0.213849,0.114783
-0.1066,0.74671,-0.031043,-0.602221,0.905354,0.327477,-0.801326,-1.691166,0.64311,0.239978,0.761284,0.601122,0.215963,0.422
-0.253075,0.244697,-0.561156,-0.666766,0.467412,0.358814,0.337439,-1.063325,0.353364,0.201973,0.576062,0.601122,0.215963,0.632267
1.47742,-0.554355,1.491622,0.570974,-0.447763,-0.302397,0.806924,-1.076249,-0.387031,0.062112,-0.814355,0.602557,0.218077,-0.294133
0.151823,0.666805,1.660807,-0.541473,-0.839792,0.018416,0.065971,1.60717,-0.566427,-0.143878,-0.111617,0.603992,0.220191,0.030383
-0.670005,1.46412,-0.053601,0.476055,-0.916167,0.384275,-0.191829,0.297166,-0.96714,-0.55966,0.455593,0.603992,0.222305,0.077333
-1.232364,-1.230075,-0.561156,-1.625445,0.454609,-1.500256,0.628853,-1.651585,0.977243,1.429554,0.913878,0.605427,0.224419,0.39325
0.823515,0.211693,-0.143833,-0.197867,-0.846856,0.542136,0.572404,-1.13764,-0.794525,-0.546738,0.586101,0.605427,0.224419,0.18725
-0.279231,-0.140932,0.239653,-0.706632,-0.052203,-0.537817,0.468284,-0.019279,0.242397,0.6588,0.37026,0.606862,0.226533,0.3152
0.460466,1.52318,0.656976,0.079295,-0.968703,0.884101,1.314968,0.027774,-1.22113,-1.011166,-0.462986,0.608297,0.228647,-0.003317
-0.28237,-0.120087,-0.85441,-1.11668,1.462936,-0.343527,-0.33573,-0.16795,1.234932,0.86555,0.591121,0.608297,0.23076,0.533483
1.625465,-1.954433,0.059189,0.354559,3.412043,1.853591,-2.790943,0.723669,0.94087,-1.611731,-2.797079,0.609732,0.23076,-0.11395
-0.836359,0.505258,0.115584,0.271031,0.980405,0.115169,-0.796881,-1.238611,0.783668,0.303068,0.744217,0.611167,0.232874,0.416683
-0.55858,-0.757592,-0.617551,-0.87179,2.031996,0.383884,-1.116353,-0.591384,1.45255,0.277984,0.710084,0.611167,0.234988,0.592583
-0.518822,0.084887,-0.730341,0.804474,0.549085,-1.225273,0.363941,0.652787,1.026561,1.345181,0.330104,0.612602,0.237102,0.478317
-1.055548,2.327444,-0.414529,1.590401,-0.561664,-0.019189,-0.791881,0.990032,-0.627458,-0.463125,0.164459,0.614037,0.239216,0.283633
0.383567,1.250461,1.457785,0.005259,0.436068,1.288741,-1.760298,-0.780402,-0.272365,-1.030169,-0.437888,0.614037,0.239216,-0.117567
-1.009513,0.35587,-0.662667,-1.209701,1.083268,-0.199377,-0.555749,0.298983,0.942103,0.59343,0.184537,0.615472,0.24133,0.59345
2.023039,0.15437,1.987898,-0.194071,0.115116,-0.491987,1.363861,0.703071,0.207258,0.689965,-0.739061,0.615472,0.243444,-0.310983
-0.404258,-0.898294,-0.482203,-0.112441,0.225926,-0.611851,0.601462,-0.22209,0.635712,0.917238,0.571043,0.616907,0.245558,0.324283
-1.257997,0.632064,1.491622,-0.623103,-0.380659,1.12383,0.557625,0.419543,-0.602799,-0.754248,-0.633651,0.618342,0.247672,0.170933
-0.210179,-0.566514,-0.369413,-0.173189,0.576015,-0.787338,0.223985,0.436506,0.96553,1.013012,0.279908,0.618342,0.247672,0.4235
1.619187,0.711969,-0.200228,-0.080168,-1.065385,-0.304356,0.518177,0.433275,-0.649652,0.04615,-0.41279,0.619777,0.249786,-0.1421
-0.736442,-0.026286,-0.256623,-0.674359,1.747687,-0.543301,-0.991898,-0.991231,1.371175,0.917998,0.656375,0.621212,0.2519,0.600617
0.575031,0.611219,0.972788,0.28432,-0.483081,1.484597,-1.793634,0.214167,-0.962824,-1.654525,-1.577327,0.621212,0.254014,-0.099259
-0.375486,-0.49182,-0.076159,-0.435164,0.025938,-0.045434,-0.480743,-0.608549,0.280619,0.227816,0.179517,0.622647,0.256127,0.152467
-1.440568,-0.898294,-0.425808,-0.085863,0.799401,-0.761877,-0.996343,0.530612,0.953817,0.879232,1.020293,0.622647,0.256127,0.3782
-0.306434,-0.439708,0.893835,-0.907859,0.399867,0.389368,-0.440184,0.186299,0.238082,-0.105873,-0.613572,0.624082,0.258241,0.069083
-0.439831,0.418404,-0.459645,-0.376315,-0.158156,0.011365,-0.028482,0.918746,0.072865,0.233897,0.330104,0.625517,0.260355,0.312117
-0.251506,-0.816652,0.375001,-1.004676,0.17339,-0.390533,1.53332,-0.414037,0.477893,0.824504,0.71661,0.625517,0.262469,0.382383
0.263772,0.097046,1.198368,-0.344042,-0.831846,0.696079,-0.075708,-0.23039,-0.69034,-0.640232,0.269869,0.626952,0.264583,-0.014796
0.305622,-0.507454,2.348826,0.514023,-1.083044,0.763454,1.365528,-1.011223,-1.125575,-0.792254,0.159439,0.628387,0.264583,-0.0304
0.327593,0.288124,0.104305,-0.902164,-0.794762,-0.388574,1.023443,1.034258,-0.080023,0.566826,0.069087,0.628387,0.266697,0.172367
0.005871,-2.055183,-0.143833,0.645011,1.62584,-0.907594,-2.414244,-3.086188,1.489539,0.752294,0.631277,0.629822,0.268811,0.312167
-0.324743,-0.427549,-0.031043,-0.325058,0.429887,0.039568,0.114864,0.009801,0.429191,0.528061,0.561003,0.629822,0.270925,0.176417
-0.710809,0.123102,2.033014,0.348864,-0.446439,1.21549,1.009108,0.416716,-0.673695,-0.779332,-1.145645,0.631257,0.273039,-0.042983
0.545736,-0.351118,-0.188949,0.424799,0.024172,0.152773,0.115975,-0.538071,0.198627,0.276464,-0.176871,0.632692,0.273039,0.235633
-0.191347,-0.993833,-0.121275,-1.124274,1.680141,-1.118727,-0.605754,-0.648332,1.465496,1.173396,0.355202,0.632692,0.275153,0.455167
-0.231627,0.611219,0.1607,-0.055489,-1.031392,0.53391,0.075972,0.224466,-1.055297,-0.805936,0.365241,0.634127,0.277267,-0.165667
-0.006161,-0.104454,-0.267902,-0.156103,1.310627,0.557413,-2.041434,0.254354,0.725718,-0.138558,-0.377653,0.635562,0.279381,0.36275
-0.372348,-0.89482,-0.730341,0.126755,-1.523194,0.485337,2.46729,0.712159,-1.744523,-1.097819,-0.794276,0.635562,0.281494,-0.233283
0.646176,-0.168725,-0.51604,0.698165,-0.351964,-0.403459,0.613518,0.86301,0.119101,0.517419,-0.206988,0.636998,0.281494,0.14915
-0.368163,0.180426,-0.019764,1.011397,-0.927204,-0.349011,1.269853,0.30282,-0.520191,0.216415,0.049009,0.636998,0.283608,0.234433
-0.210702,0.529577,-0.358134,0.007157,0.769822,-0.098707,-0.261279,0.477703,0.79723,0.548584,-0.377653,0.638433,0.285722,0.3342
0.169086,-0.884398,1.299879,-0.80155,-0.428339,0.215447,0.268322,-0.230007,-0.116395,0.173088,0.139361,0.639868,0.287836,0.10035
-0.770968,-1.20923,-0.188949,1.275271,1.426735,-0.730931,-0.750211,-2.912517,1.382271,1.086743,0.591121,0.639868,0.28995,0.56535
0.487669,-0.215626,-0.279181,-0.10105,0.365873,-0.763835,1.165511,-1.936526,0.614135,0.964365,0.224693,0.641303,0.28995,0.230117
0.038305,-1.124113,-0.843131,-0.894571,0.587493,-0.755609,-0.329619,-0.937312,1.013615,1.074581,1.096088,0.642738,0.292064,0.505117
-1.071242,0.029301,0.059189,-0.344042,-0.238946,-0.201335,-0.055151,0.38178,0.163487,0.415564,0.831056,0.642738,0.294178,0.415283
-0.844206,0.701547,1.029183,-1.357774,0.413994,1.637757,-1.620842,-0.185821,-0.563961,-1.660682,-1.998969,0.644173,0.296292,-0.072867
-0.074167,-0.031497,-0.279181,0.889901,1.265156,-0.39445,0.37072,-1.892705,1.098073,0.870111,-0.759139,0.645608,0.298406,0.306317
0.387752,-0.481398,1.220926,0.603246,1.404661,0.455959,-1.096352,-1.097655,0.838535,-0.054185,-1.251056,0.645608,0.30052,0.019167
-0.882917,-1.210967,1.581854,0.438088,-0.517958,-0.047392,-0.026259,-2.456126,-0.17866,0.057551,0.074107,0.647043,0.30052,0.179717
0.090094,-1.551433,-0.448366,-1.839961,1.911915,0.634972,-1.854195,-0.744457,1.004985,-0.248014,0.530886,0.647043,0.302634,0.574467
0.965282,-1.033786,1.908945,0.477954,0.67358,0.708222,-1.425269,2.182506,0.267056,-0.241173,-1.135606,0.648478,0.304748,0.021317
-0.611939,-0.24863,0.442675,-1.416624,-0.248217,0.230332,-0.274058,0.115417,-0.152768,-0.030622,0.380299,0.649913,0.306861,0.25625
-0.336775,-0.288583,0.115584,0.607043,0.116882,-0.01723,-0.127379,-0.990625,0.253494,0.309909,0.269869,0.649913,0.308975,0.213467
-0.861992,-0.333747,-0.369413,-1.221091,-0.149327,0.179018,-0.490188,-1.136226,0.013066,0.072754,0.661395,0.651348,0.308975,0.380233
-1.643017,-0.549143,-0.40325,0.00336,0.548202,-0.521365,-0.979675,-1.018493,0.867509,0.883033,0.48571,0.652783,0.311089,0.5093
0.04249,-0.900031,-0.865689,-0.150408,0.261685,-0.11555,-0.485743,-0.094483,0.406381,0.293946,0.330104,0.652783,0.313203,0.462
-0.731734,-0.123561,-0.437087,-1.090103,-0.058825,0.150031,-0.396291,1.043749,-0.041801,-0.106633,-0.141734,0.654218,0.315317,-0.1239
-0.564857,1.300836,0.171979,-1.160343,0.230341,0.283997,-0.418515,-0.062495,0.142527,0.044629,-0.267223,0.654218,0.317431,0.383967
-1.026776,-0.510928,1.480343,0.018547,0.325258,0.911129,-0.674649,1.245288,-0.073858,-0.644792,-1.110508,0.655653,0.319545,0.252833
-0.820142,-0.69332,-0.267902,-0.890774,-0.270291,0.637322,-1.539723,0.160248,-0.420321,-0.70028,0.018892,0.657088,0.319545,0.101367
0.908261,2.158948,0.239653,0.958242,-0.948836,1.596236,1.042833,-0.424074,-1.790142,-1.987682,-1.416701,0.657088,0.321659,-0.2003
