'Compactness Overall Standard Deviation','Fraction Of Low Energy Windows Overall Standard Deviation','Strongest Beat Overall Average','LPC Overall Average6','Method of Moments Overall Average1','Method of Moments Overall Average2','Method of Moments Overall Average3','Method of Moments Overall Average4','Area Method of Moments of MFCCs Overall Average2',Valance_Average
-0.100685,1.096586,0.716664,0.401368,0.756543,0.759895,0.422205,0.349074,-0.966614,-0.105676
0.600116,-1.128785,-0.471871,0.918746,0.477893,1.348222,2.030699,1.901488,-0.963352,0.156117
-0.168994,-0.382287,0.681809,0.163076,-0.013443,0.497656,1.02539,0.768906,-0.963184,0.141053
0.225681,-1.143956,-3.517796,0.992254,-2.339181,-1.948004,-1.960117,-1.809974,-0.968454,-0.078195
0.018223,0.731445,-0.046648,-0.714771,0.105538,0.852629,1.105606,1.089813,-0.975314,0.143132
-0.055146,-0.272431,0.068372,0.611187,-0.952344,-1.011926,-0.685198,-0.808119,-0.977573,0.447031
-0.310672,0.871119,0.127624,0.09078,0.240548,0.740892,1.420221,1.144825,-0.97682,0.255073
-0.707877,-0.139034,0.870023,-0.920955,1.289799,1.146032,0.515964,0.661294,-0.974979,-0.1158
-0.034906,-1.440568,-0.66357,-1.538699,0.488373,0.815383,1.18999,0.959037,-0.975147,0.485254
-0.773656,0.012149,0.570275,1.603333,-1.151468,0.140404,1.753588,1.487447,-0.976485,-0.195502
0.228211,-0.917443,-2.193678,0.572616,0.689963,1.816451,2.191132,2.367164,-0.978827,0.174544
-0.51054,1.076184,-0.447473,0.607148,1.653523,2.059687,1.157695,1.859988,-0.978995,0.019267
-0.047556,0.308237,0.524964,0.898956,-1.61013,-1.851926,-2.029499,-1.926224,-0.977405,-0.184452
0.622885,-0.194485,0.821227,-1.670366,-0.104066,0.398842,1.166029,0.792552,-0.978242,0.017829
0.154842,-1.000097,0.824712,2.029029,-0.514026,0.925599,2.473451,2.029851,-0.980249,0.100816
-0.224654,0.104742,0.873508,-0.600673,-1.076873,-1.032449,-0.701866,-0.847207,-0.978242,-0.492153
-1.216401,0.49447,0.859567,0.817977,2.596123,1.47288,-1.462254,0.047953,-0.973641,-0.478129
0.387598,0.432218,-0.238347,-0.341843,-0.694038,-0.869025,-0.613315,-0.76517,-0.974645,-0.007567
1.098519,3.323526,0.873508,0.48881,-0.059062,0.66108,1.119149,1.100429,-0.973976,-0.212804
-0.320792,-1.021022,-1.287464,-0.310198,1.114718,1.681151,1.669204,1.60278,-0.974979,0.415818
-0.077915,-0.651173,0.239158,0.639257,-0.784045,-0.788453,-0.485178,-0.653698,-0.977824,0.348784
0.782273,-0.114447,0.075343,-0.977903,0.408847,0.496896,0.473252,0.497704,-0.982173,0.073531
0.27628,-0.000929,0.172935,1.644328,-0.530054,-0.272337,0.181556,-0.006577,-0.987025,-0.161645
1.391995,1.332515,-1.632522,-1.295357,-0.192839,0.140404,0.24302,0.426767,-0.986272,0.181162
0.086532,0.636236,0.319324,0.992456,-1.145919,-1.404904,-1.267547,-1.282481,-0.98552,-0.105812
1.075749,-1.306125,-1.325804,-0.388815,-1.55403,-0.983042,-0.384126,-0.488178,-0.988531,0.216208
-0.376452,-0.616124,0.41343,-0.41434,2.310692,2.332567,0.458667,1.6216,-0.989953,0.399993
-0.239833,-0.473834,0.883965,0.644508,-1.145919,-1.021808,-0.617482,-0.739594,-0.98987,0.518387
0.339529,-1.180575,-1.029541,0.262432,-1.09845,-0.611347,0.13676,-0.067863,-0.992881,0.12799
-0.206944,-1.058687,-1.270037,-0.64086,0.726951,0.876192,1.024348,0.828262,-0.994554,0.452199
-0.153814,-0.241566,-0.193036,-1.645527,1.40878,1.252448,0.58993,0.900164,-0.995725,0.188877
-0.378981,-1.183714,-0.736764,-2.510651,0.401449,0.772817,1.271248,1.052172,-0.99606,0.359856
1.133939,-0.877163,-1.569784,-0.128631,-0.791442,-0.403077,-0.054926,-0.038426,-0.994638,0.304147
3.375489,-0.793463,0.883965,0.743864,-1.581155,-1.37222,-1.171704,-1.217334,-0.993969,0.061194
0.607706,1.926261,0.880479,-0.006557,-0.763084,-1.266564,-1.16337,-1.229399,-0.995391,-0.169892
0.316759,-0.431984,0.883965,-0.126612,-1.195854,-1.068935,-0.852923,-0.956749,-0.993718,0.08917
0.008103,-0.848391,-1.050454,-0.974066,0.424259,0.695285,1.122275,0.856733,-0.994889,0.519838
5.882686,2.161667,0.876994,0.645114,-0.959742,-0.947317,-0.861257,-0.929243,-0.991794,0.01791
0.390128,-0.697208,-0.057104,1.342625,-0.406758,0.683124,1.834846,1.600367,-0.985185,-0.111334
0.612766,1.599831,-1.308376,-0.030588,-1.071325,-0.635671,0.191973,0.20913,-0.984348,-0.000922
0.30664,1.016548,0.646955,0.348863,-0.694655,-0.179604,0.494087,0.29937,-0.983679,-0.179576
-0.452351,-0.651173,0.594673,-0.928629,2.854429,2.15394,-0.390376,1.085469,-0.984097,0.055945
0.005573,-0.180884,0.741062,-0.529993,0.67455,1.060899,0.871208,1.059893,-0.985854,0.048754
-0.664868,-0.729118,-1.569784,-0.245799,1.28795,1.006171,0.753488,0.731749,-0.983094,0.200786
0.627945,-1.103676,-1.144561,0.202656,-1.1564,-0.63035,-0.087221,-0.208289,-0.981421,0.255675
0.825283,-0.192393,0.870023,-0.512626,-0.154001,0.567587,0.837871,1.138552,-0.981923,0.229612
0.096652,1.202257,0.594673,-0.52656,-1.121877,-0.656194,-0.126808,-0.138317,-0.981504,-0.170956
-0.647158,-1.067057,0.883965,-0.575026,-0.450528,-0.013899,0.769114,0.439314,-0.982173,0.047726
-0.351152,0.051906,0.883965,-1.501743,0.823122,1.437155,0.838913,1.38466,-0.981337,0.12523
-0.950754,-1.080135,0.52845,-0.693365,1.794697,1.13463,0.36074,0.57588,-0.977656,-0.374932
-0.285373,-0.480634,-1.712687,1.195408,-0.155234,1.085983,2.3724,2.016821,-0.977573,0.286749
0.837933,0.414955,-1.249124,-1.327668,-0.292092,-0.769451,-0.895635,-1.030099,-0.975732,-0.099279
-0.002016,-0.562242,-0.729794,1.322431,-0.40121,0.002823,0.658687,0.373202,-0.973306,0.116766
-0.419461,1.713873,0.870023,-0.354605,-0.277297,-1.165469,-1.130034,-1.197067,-0.972302,-0.468784
0.554576,-0.274523,-0.318512,2.253186,-1.306821,-0.796055,-0.228902,-0.315419,-0.972637,-0.21473
0.27122,-1.135063,0.221731,-0.81756,0.236849,-0.034422,-0.038258,-0.225179,-0.974561,0.081893
-0.960874,-0.680991,0.284469,0.705495,0.426108,1.0685,1.441057,1.299729,-0.974561,0.042233
-0.292963,0.128282,-0.653114,-0.702452,-1.34381,-0.436522,0.745154,0.553682,-0.976234,-0.209282
0.491327,-0.46651,-0.353366,0.09078,-1.019541,-0.693439,-0.211192,-0.312041,-0.97682,0.017541
0.448318,-1.277876,0.267042,0.893907,0.020464,1.015293,1.941107,1.611949,-0.977405,0.231193
0.701314,-0.413151,-1.172444,0.865837,0.197394,0.45737,0.399286,0.508321,-0.977322,0.036757
0.572286,-0.724933,0.193848,1.905844,-1.644036,-1.991711,-2.232019,-2.069015,-0.971382,-0.00335
0.152312,1.406275,0.838654,-0.093069,-0.004812,0.279504,0.692023,0.589392,-0.96561,0.011767
-0.308142,-1.191037,-0.255774,0.140054,0.306511,0.754574,1.383759,1.038661,-0.964439,0.343173
-0.131045,0.076493,0.455256,-0.075338,1.173284,1.6059,1.303543,1.512058,-0.96285,0.307371
0.453378,-0.946215,-0.858755,1.645338,-0.263734,0.121401,0.457625,0.312399,-0.961093,0.057533
0.003044,2.826558,0.761974,0.502946,0.741747,1.53825,1.680664,1.703636,-0.959671,0.312957
0.810103,-0.050103,-0.34291,-0.621473,-0.291476,-0.238132,-0.264322,-0.295634,-0.959504,0.440609
-0.313202,-0.780908,-0.367308,-0.758593,0.796614,0.976527,1.216034,0.983648,-0.960173,0.178919
0.099182,-0.753182,-0.374279,-0.134346,0.857645,1.585377,1.397302,1.585408,-0.959336,0.197084
0.691194,0.324454,0.13111,1.040518,0.204792,-0.825699,-1.073778,-1.129508,-0.9585,-0.358692
0.316759,-0.827466,-0.998172,2.497537,-1.473887,-1.94276,-2.193369,-2.042329,-0.953899,-0.022073
0.26616,-0.464941,0.469197,-0.234934,-0.205785,-0.349109,-0.099722,-0.3381,-0.952477,0.518856
-0.47259,-0.327359,-0.872697,-0.200866,1.025328,0.598751,0.037791,0.15653,-0.952644,-0.232173
-0.442231,1.295896,-0.046648,0.482146,1.647975,1.285132,0.581596,1.21914,-0.951557,-0.047744
-0.578849,-0.058473,0.110197,-0.253533,1.642426,1.732838,0.464917,1.266432,-0.951808,0.264122
0.754444,0.829792,0.6121,0.199425,0.292948,0.223256,0.449291,0.193688,-0.952979,0.176729
-0.055146,0.294636,0.152022,0.941566,-0.706985,-0.412958,0.204475,-0.091509,-0.952226,0.006754
-0.267663,-0.393796,0.866537,-0.757381,2.464813,1.751081,0.045084,0.905955,-0.950134,0.412743
-0.057676,0.414432,0.026547,-0.237519,-0.170029,0.544783,1.111857,0.946491,-0.951222,0.018796
0.063763,1.399998,0.692266,-0.470198,-1.571908,-1.72514,-1.819894,-1.768473,-0.951473,-0.19201
0.455908,0.018949,-2.970931,-0.16282,-0.750138,-0.69572,-0.470593,-0.59965,-0.947374,-0.00608
0.086532,-0.571135,-1.172444,-0.454325,0.65544,0.856429,1.03685,0.914641,-0.943108,0.196916
-0.039966,-0.480111,-0.705395,-0.167768,1.651674,1.728278,0.838913,1.333508,-0.941937,0.370978
-0.353682,1.357625,-4.498947,-0.076691,0.095674,0.255941,0.275315,0.166182,-0.94361,-0.076884
1.710771,1.246722,0.720149,0.837363,-0.663831,-0.064067,0.531591,0.3954,-0.946454,-0.162378
0.392658,-0.505221,0.49011,0.30282,-0.103449,-0.484409,-0.935223,-1.040233,-0.947039,0.384806
0.040993,-0.746382,0.531935,0.707514,-0.659515,-0.193286,0.187806,0.217334,-0.946956,0.059498
1.275617,-1.124077,-0.095444,1.675629,0.517348,0.754574,0.799326,0.749121,-0.949298,0.198499
-0.963404,-0.503652,0.524964,-3.419394,-0.690956,0.014985,0.347197,0.192723,-0.95323,-0.637343
-0.224654,-0.243136,0.542392,0.814342,-0.425869,-0.406117,-0.294533,-0.554289,-0.955907,-0.127896
-0.158874,1.100771,0.883965,0.534045,-1.428884,-1.673376,-1.703112,-1.650196,-0.955154,0.11124
-1.2923,-1.426443,0.883965,1.550828,-0.543,-1.229318,-1.473818,-1.57009,-0.953146,-0.032568
1.088399,-0.640187,-0.339424,0.25395,-0.364837,-0.370392,-0.148686,-0.309146,-0.949465,0.041021
-0.123455,-0.858853,-0.4649,1.905844,0.910663,-0.010099,-0.060135,-0.30432,-0.944864,0.266771
2.750587,1.483175,-1.280493,-0.831898,-0.136739,-0.118035,0.002371,0.08318,-0.942606,0.381298
-0.938104,-0.032317,0.883965,-0.094402,1.249728,0.173088,-0.408087,-0.34196,-0.942355,0.32096
0.149782,-0.688315,0.660897,-0.064918,-0.219348,0.265062,0.644102,0.43111,-0.941686,0.186057
-0.796426,-0.517253,0.162479,-0.127581,1.324938,1.80961,1.795259,1.828138,-0.942187,0.249539
-0.007076,-0.386995,0.542392,0.255364,-0.325382,-0.411438,0.000288,-0.198156,-0.937754,0.155136
0.091592,-0.882394,0.84911,-0.555842,0.562351,0.9294,1.009764,1.039143,-0.936499,0.51857
4.729022,3.370608,-2.064717,-0.283946,1.017314,0.263542,-0.138268,0.109239,-0.936499,0.312376
0.2611,1.015501,0.392518,1.060712,0.918677,-0.225971,-0.889385,-0.76324,-0.932651,-0.058769
-0.017196,-1.052932,0.472683,0.698427,-0.999813,-0.838621,-0.967517,-1.1131,-0.928719,-0.013394
-0.128515,-1.764382,0.075343,-0.580479,-1.714315,-1.422387,-1.318594,-1.300818,-0.933906,0.007378
-0.639568,-0.310096,0.883965,-0.779393,0.063617,0.258221,1.27229,0.888583,-0.934157,0.000017
-0.533309,-0.016623,0.141566,-0.020491,0.00875,0.337273,0.727444,0.528106,-0.932651,0.073202
0.121952,-0.595722,-1.873017,1.462781,-1.899876,-1.434245,-0.940431,-0.920074,-0.932735,0.041277
2.353383,0.328639,-0.050133,1.459348,2.310692,1.756402,-0.129934,1.188739,-0.930978,0.271479
0.99985,0.061323,-0.34291,1.042336,0.433506,0.306868,0.098214,0.094279,-0.932902,0.274781
-0.50801,-0.212795,0.883965,0.036255,0.128348,0.091756,0.318028,0.103448,-0.935746,-0.089451
0.230741,-1.068103,0.511023,1.142701,1.990122,1.765523,0.67223,1.443533,-0.93767,0.08921
-1.024123,-1.025207,0.883965,-0.02251,1.183764,1.060139,0.665979,0.646817,-0.935161,0.207903
0.703844,0.412339,0.863052,-0.184428,-0.382715,0.012705,0.619099,0.528589,-0.933488,0.089871
1.80185,1.916322,0.866537,-1.03586,1.46488,1.281332,0.909754,0.924775,-0.929807,0.132519
0.197851,0.152869,0.831683,1.257607,-1.383881,-1.709557,-1.960325,-1.921736,-0.92621,0.036423
-0.452351,-0.246798,0.883965,1.219844,-1.068859,-1.735325,-2.022623,-1.96618,-0.919267,-0.106437
0.648185,0.847055,-0.93892,-0.362986,-1.689656,-1.561259,-1.333179,-1.305161,-0.913076,-0.214077
-0.801486,-0.753182,0.521479,-0.706087,0.339185,0.100118,-0.023673,-0.018641,-0.914164,0.110195
-0.022256,-0.130664,0.883965,-0.517069,-1.455393,-1.487909,-1.351931,-1.339424,-0.911487,0.256236
2.727818,-1.045086,0.584217,0.279799,0.165337,0.107719,-0.307035,-0.079444,-0.907137,0.077214
-0.47765,-0.716563,0.301896,1.046576,-0.530671,-0.76413,-0.85709,-0.998732,-0.906384,0.142676
-0.778716,-0.437215,-0.154696,-0.868248,0.432273,0.309909,0.209684,0.057604,-0.904878,0.00051
-1.206281,1.644297,0.876994,-0.360381,2.248428,0.338793,-0.920638,-0.517132,-0.900445,-0.353405
-0.586439,-0.690407,-1.092279,-1.632804,1.011149,1.359623,1.451474,1.374526,-0.899859,0.37653
-0.52319,-0.121248,0.796829,-2.015486,-1.705685,-1.72552,-1.48111,-1.404087,-0.900277,-0.190066
0.127012,-1.278922,0.20779,-0.283602,0.424875,0.409483,0.381576,0.319638,-0.900947,0.393729
1.885339,3.250289,-1.705716,1.637866,-0.515259,-0.2883,-0.165354,-0.273436,-0.902034,0.165575
1.923288,-1.706315,-4.043749,0.887041,-0.364837,-0.032902,0.379492,0.473576,-0.903707,-0.0844
9.035025,4.913825,-0.576434,0.378549,1.311992,1.485802,0.102381,0.890995,-0.906719,0.319593
1.720891,1.612386,0.085799,3.02057,-0.928918,-1.026369,-1.39381,-1.392506,-0.911069,-0.013727
0.076413,-0.529285,-0.674027,0.956308,0.045739,0.342593,0.861832,0.635718,-0.909647,0.260102
2.234474,0.044583,0.883965,0.860587,1.571531,1.077622,0.228435,0.725475,-0.907053,0.172147
0.830343,-1.48451,-1.123648,-1.030004,0.659138,1.602099,2.222385,2.073764,-0.906886,0.336053
0.706374,0.125667,0.883965,-1.367451,0.607354,0.109999,0.105506,0.033476,-0.90789,0.440162
2.877086,-1.277876,0.870023,2.012874,-0.959742,-1.054493,-0.831045,-0.961092,-0.904627,0.196872
1.581743,-0.083583,-0.506725,0.303628,1.577079,1.752601,0.835788,1.450772,-0.902871,0.274974
-0.353682,-0.034409,0.40646,0.676819,-0.05783,-0.048104,0.259689,0.010795,-0.903038,0.014499
0.010633,-0.128048,0.883965,-0.777777,0.894634,1.121708,1.221243,1.014532,-0.903205,0.426984
7.043941,-0.561719,-0.736764,-0.363935,-0.445596,-0.379513,-0.47476,-0.248342,-0.900445,0.251339
0.116892,-0.719702,0.814256,0.415302,-1.185991,-0.837101,-0.359123,-0.540295,-0.896764,0.055599
0.071353,0.148684,-2.326124,0.440747,-1.759935,-1.282526,-0.689365,-0.713536,-0.897266,-0.019321
3.451388,-1.547285,-2.587532,-1.416725,0.438438,0.353995,-0.147644,0.145431,-0.897517,0.284735
1.192128,-0.58369,0.326294,-0.548168,0.591942,0.914198,0.806618,0.794965,-0.897182,0.276773
0.159901,-1.255382,0.883965,-0.030386,2.052387,1.81265,-0.011172,0.905955,-0.895426,0.242866
0.342059,0.905645,0.32978,0.732151,-0.382099,0.123681,0.568053,0.489501,-0.894004,-0.112405
0.202911,0.277896,0.748033,0.000108,0.006901,0.090236,0.183639,0.177281,-0.895928,0.224735
0.673485,0.132467,0.681809,0.296762,-1.015225,-1.428468,-1.541012,-1.580224,-0.89576,-0.117264
0.610236,-0.350899,0.005634,0.651172,-0.584921,-0.752728,-0.450799,-0.562975,-0.890992,-0.0798
-0.333442,0.353226,0.667867,-3.288131,-0.979469,-0.963279,-1.028982,-1.160392,-0.883965,-0.245976
0.200381,-0.680468,0.584217,-1.315552,-1.028788,-1.4572,-1.690819,-1.719251,-0.882208,0.098036
-0.105745,0.686456,0.852596,0.887243,-0.160782,0.109999,0.44304,0.28055,-0.881037,-0.026622
-1.26194,-0.537132,0.883965,-0.316277,0.802779,0.933961,0.044042,0.013691,-0.880535,-0.330587
-0.151284,-0.860946,0.099741,0.267278,0.634479,0.294706,-0.08097,-0.008025,-0.881874,-0.382174
0.319289,0.145022,0.002149,0.855942,-0.447446,-0.216089,0.356573,0.13771,-0.881456,-0.084685
0.463497,-0.584213,0.678324,-0.034223,-1.700136,-1.801759,-1.961575,-1.89809,-0.879532,-0.075227
-0.017196,-0.280278,0.023061,1.581524,-0.428951,-0.284499,0.140927,0.049883,-0.874931,-0.175139
-0.535839,1.508285,-1.472192,0.354114,-0.416622,-1.208795,-1.863024,-1.715584,-0.869661,-0.019663
-0.45741,-0.747428,0.657411,-0.87572,0.68688,0.86327,0.957675,0.813302,-0.869912,0.243604
0.784803,0.003779,-0.782075,0.462557,0.802779,1.429554,1.465017,1.593611,-0.869661,0.132852
0.035933,3.030577,-0.869211,-0.069199,-0.280996,-0.513293,-1.077945,-0.878091,-0.868991,-0.04265
1.885339,-0.573227,0.775916,1.052635,-0.769249,-0.42588,0.103423,0.073046,-0.865562,0.071813
-0.308142,-1.278922,0.158993,-1.663298,-0.052281,-0.029101,0.468043,0.224572,-0.862968,0.321226
0.046053,3.84142,0.124139,-0.360805,1.641193,1.639345,0.671188,1.131796,-0.858116,0.388494
-0.110805,-0.297018,-0.50324,0.490021,-0.766783,-0.607547,-0.249737,-0.433165,-0.856778,0.202807
0.056173,-0.352992,0.706207,0.935912,-1.017691,-0.958719,-0.76333,-0.903184,-0.857698,-0.126373
0.324349,0.756032,-0.956347,0.415908,0.822506,0.508298,0.258647,0.220229,-0.855272,0.052728
0.331939,-0.288648,0.552848,0.852913,1.732433,2.375133,1.508772,2.380193,-0.853014,0.396561
1.910638,0.108927,-2.869853,0.856346,-1.459092,-1.716474,-1.84896,-1.774746,-0.85109,-0.041965
1.169358,-0.085152,0.883965,-0.474459,1.127664,1.191639,1.166029,0.996195,-0.848329,-0.058738
0.536867,-0.799217,0.172935,1.546184,-1.384498,-1.358538,-1.509134,-1.556578,-0.846823,0.304718
0.769623,2.727165,-1.918328,-1.158238,2.312542,1.904624,0.306568,1.419888,-0.850671,0.351984
-0.983644,-1.466201,0.883965,-0.761218,1.045672,0.45813,-0.104931,-0.096817,-0.854436,-0.109955
-0.599089,1.518224,0.883965,-0.172917,1.249111,1.115627,0.665979,0.715824,-0.856862,0.408584
0.076413,-1.252243,-0.217434,-0.751323,-0.778496,-0.162121,0.78995,0.543066,-0.855189,0.208872
-0.960874,-0.99225,0.870023,-0.900155,1.304595,0.99629,0.170096,0.381889,-0.856778,-0.052519
0.726614,-0.118109,0.646955,0.093203,0.621533,-0.675957,-1.374433,-1.226021,-0.856694,0.104206
-0.108275,1.659468,0.402974,0.161864,-0.705135,-0.735246,-0.365374,-0.494451,-0.856611,0.032175
0.357239,-0.666344,0.870023,-0.997087,-0.116395,0.214134,0.952466,0.558025,-0.855607,0.075047
-0.748357,-0.17513,0.434343,0.520919,0.148692,-0.28754,-0.806043,-0.930208,-0.854018,0.160408
-0.287903,-0.848391,-1.824221,-0.602693,1.00745,0.712768,0.22531,0.268003,-0.856192,0.550198
-0.300553,0.442157,0.235673,0.970646,-0.952961,-0.868265,-0.586229,-0.771444,-0.859706,-0.245719
1.146589,-0.368686,0.883965,1.168348,-1.333946,-1.243001,-1.065444,-1.180659,-0.858116,0.079447
-1.001353,-0.619262,0.755003,1.691785,1.043823,-0.847742,-1.159203,-1.207201,-0.851424,-0.232111
-1.024123,-1.408134,0.835168,-0.171241,0.48899,1.006171,1.440015,1.163163,-0.848664,-0.263326
1.741131,-0.103462,-3.312504,-0.15341,-1.761784,-1.641375,-1.695194,-1.53245,-0.849333,-0.103112
-0.781246,1.481605,0.49011,-0.330918,1.067249,0.651959,0.13676,0.287306,-0.848496,0.073246
-0.232243,-0.376533,0.089285,-0.51404,-0.672462,-1.431508,-1.7951,-1.826526,-0.841553,0.294837
-0.50801,-0.462848,-0.34291,0.895927,0.454467,1.103466,1.495229,1.457528,-0.835949,-0.304182
-0.831846,-0.589444,0.883965,0.768097,0.764557,0.383639,0.271148,0.126611,-0.836283,0.181732
-0.892565,-0.761029,0.36812,0.354114,1.123965,1.425753,1.157695,1.220105,-0.83461,-0.196183
0.172551,-1.137679,0.831683,0.727304,-1.716165,-1.204235,-0.606023,-0.635843,-0.834945,0.123647
-0.143695,1.279679,0.239158,0.124504,0.761474,0.872391,0.953508,0.869763,-0.836367,0.211735
0.435668,-1.071242,-0.639172,0.507994,1.368709,1.229644,0.382617,0.816198,-0.837287,0.427602
-0.545959,-0.830081,-0.26623,-1.365431,0.239315,0.103158,0.155511,0.011761,-0.835614,-0.078169
0.116892,0.321315,0.699236,0.751942,-1.875833,-1.612491,-1.57987,-1.57009,-0.837371,-0.248444
-0.907745,-1.497065,-1.949697,0.70812,1.197327,2.095412,2.152586,2.103201,-0.837956,0.135751
-0.712937,-1.143433,-0.328968,-1.381991,1.141843,1.186318,1.141027,1.018875,-0.837789,0.326288
0.731674,-0.062658,-1.189871,-0.873094,-0.401826,-0.15224,0.376367,0.184037,-0.837036,0.32514
-0.581379,-1.018406,0.859567,0.62391,-1.03187,-1.300009,-1.500904,-1.542101,-0.834443,-0.138427
0.28893,0.764925,-1.615095,-0.105246,-1.728494,-1.710241,-1.625291,-1.580224,-0.82934,0.035209
-1.003883,-0.513591,-0.175609,0.517082,0.900183,0.813863,0.57847,0.542583,-0.826161,-0.288195
-0.824256,-1.229225,0.037003,-0.259531,1.833536,1.169595,-0.187231,0.303713,-0.828169,0.405869
-0.171524,0.661869,0.343722,-0.412846,-0.096051,-0.385594,-0.431005,-0.523405,-0.829005,-0.023311
-0.710407,1.17767,0.883965,0.262432,0.450151,0.79562,1.044142,0.83164,-0.828922,0.303437
-0.654748,-0.510452,0.831683,-1.235986,0.482208,0.706687,0.534716,0.544513,-0.832686,0.056833
0.23327,0.248078,0.883965,1.88565,0.922992,0.627635,0.127384,0.21106,-0.833104,-0.162721
0.364829,0.808344,-0.151211,-0.112496,1.93957,1.649226,0.435748,1.542942,-0.829758,-0.296121
0.086532,-1.512236,-1.22124,-0.062899,1.351447,1.4744,0.731611,1.223001,-0.829675,0.265818
0.24845,-0.798171,0.671353,-0.963969,-0.480119,-0.806696,-0.896677,-1.070152,-0.83118,-0.193524
-0.912804,0.097418,-0.391706,0.256575,1.281168,0.509058,0.109674,0.101518,-0.828922,0.339886
-0.998823,-1.220332,0.883965,0.937123,-1.591019,-1.521202,-1.400165,-1.464891,-0.82683,-0.297003
0.481207,-0.55021,-1.17593,-0.084608,0.645576,0.615474,0.305526,0.3013,-0.826747,0.337169
1.154178,0.804159,0.629528,0.28101,-1.329631,-1.608538,-1.540179,-1.517973,-0.826663,-0.369828
1.118759,1.785541,0.859567,-0.049369,0.738048,0.679323,0.377409,0.492396,-0.822062,0.213791
1.164298,1.597739,-0.158182,-1.549402,-0.893778,-0.653914,-0.301826,-0.273436,-0.817378,0.127301
-0.611738,-1.55147,-0.346395,-2.553059,-0.364837,-0.350629,0.103423,-0.189469,-0.811773,0.04574
-0.682578,-0.122294,0.883965,2.497537,-0.902409,-0.377993,0.552426,0.308539,-0.808009,-0.022933
-0.874855,-1.034623,0.228702,-0.093715,0.466796,0.561506,0.926422,0.678184,-0.80851,0.225392
-0.753417,-0.167806,0.883965,-0.928023,1.377956,0.829825,-0.303909,-0.059659,-0.815788,0.321609
-0.877385,0.393507,0.019576,-1.622505,2.210822,1.780725,0.311777,0.993782,-0.818549,0.459182
-0.103215,0.582354,0.420401,0.659654,0.078413,-0.092951,-0.202858,-0.258959,-0.815119,0.122181
-1.120262,1.476374,0.563304,-1.2998,1.275003,0.400362,-0.21015,-0.137352,-0.815872,-0.265447
-0.657278,-0.638095,0.657411,1.393111,1.011766,-0.138558,-0.858131,-0.844794,-0.81445,0.403523
-1.178451,0.215644,0.49011,-0.229158,-1.116945,-1.386662,-1.509134,-1.563334,-0.807758,-0.254621
0.028343,-0.210179,-1.081823,-0.93085,0.961214,0.917238,1.084771,1.005364,-0.803408,-0.20949
-0.381511,0.598571,0.883965,0.030399,1.014848,0.411764,-0.004921,-0.046147,-0.802989,0.416257
-1.059543,-0.437738,0.793343,0.672578,0.434123,0.86251,1.199366,0.931531,-0.79956,0.019946
2.406512,-0.872455,0.800314,-0.295901,-0.617595,-0.793014,-0.475802,-0.668175,-0.796213,-0.227718
-0.196824,-1.021022,0.883965,1.310314,0.058069,-0.251814,-0.362249,-0.526783,-0.79454,0.082376
-1.213871,-1.314495,0.883965,-2.421796,1.345899,0.332712,-0.682072,-0.554772,-0.79956,-0.334371
-0.606678,-0.783,-1.050454,-0.19293,1.771887,1.981395,1.030599,1.541494,-0.80324,0.298852
0.329409,0.406062,-0.991201,0.258191,-1.136672,-0.742847,-0.253904,-0.368019,-0.802906,0.135943
0.015693,-1.44266,0.883965,-0.033617,0.749145,0.883793,0.226352,0.42918,-0.806419,-0.056456
2.808777,-0.860423,-2.134425,-0.19705,1.455016,1.8803,0.655561,1.699776,-0.81286,0.42494
-0.424521,-1.169589,-2.587532,-0.138749,1.409396,1.703194,1.193115,1.409271,-0.818632,0.256909
-0.920394,-0.972371,0.883965,1.199245,-0.592935,-0.174283,0.626392,0.29744,-0.816123,0.152106
-1.143031,-1.04247,0.434343,4.385705,1.594341,2.299882,1.346255,1.707497,-0.81445,0.03092
-0.935574,-0.671052,-0.001337,-2.494495,1.04259,0.112279,-0.93939,-0.760827,-0.818214,-0.201659
1.194658,0.248601,-1.081823,-0.509799,-0.703286,-0.722324,-0.307035,-0.46598,-0.819636,0.049892
2.5659,-1.659757,-2.577076,-0.30107,1.422342,1.570174,0.740987,1.267879,-0.819469,0.411999
-0.733177,-1.110476,0.845625,-0.529185,0.680715,0.844267,0.901419,0.702312,-0.819469,0.280422
0.329409,-0.791893,-0.102415,0.995485,-1.338262,-0.932115,-0.472676,-0.567318,-0.819971,-0.18767
-0.745827,-0.691977,-1.339745,2.679286,-0.740891,0.008904,0.756613,0.306608,-0.822146,-0.229493
1.447655,-0.981788,-0.203492,-0.897529,0.648658,0.937001,1.299376,1.213349,-0.824739,0.131006
-0.968464,-0.455524,0.873508,0.195185,1.221986,0.990209,0.673272,0.610142,-0.822731,-0.464554
0.438198,2.999189,0.204304,0.675607,0.672701,0.040829,-0.316411,-0.261372,-0.819302,0.401196
0.053643,-1.448938,0.883965,-1.0504,0.88847,0.38972,-0.551851,-0.480457,-0.822648,0.330631
-0.49283,-0.848914,0.706207,-0.814329,-0.005429,0.027147,0.551384,0.272829,-0.827081,0.2525
-0.358742,-0.367639,0.117168,-0.604914,0.498853,0.59191,0.653478,0.509768,0.292945,0.327503
-1.201221,-0.439831,0.775916,-1.556874,0.144993,-0.114994,-0.000754,-0.122393,0.296291,-0.001067
